variable,x,y
Clipped_bioclim14,-19.8,0.01928253099322319
Clipped_bioclim14,-19.2288,0.01928253099322319
Clipped_bioclim14,-18.657600000000002,0.01928253099322319
Clipped_bioclim14,-18.0864,0.01928253099322319
Clipped_bioclim14,-17.5152,0.01928253099322319
Clipped_bioclim14,-16.944000000000003,0.01928253099322319
Clipped_bioclim14,-16.3728,0.01928253099322319
Clipped_bioclim14,-15.8016,0.01928253099322319
Clipped_bioclim14,-15.2304,0.01928253099322319
Clipped_bioclim14,-14.6592,0.01928253099322319
Clipped_bioclim14,-14.088000000000001,0.01928253099322319
Clipped_bioclim14,-13.5168,0.01928253099322319
Clipped_bioclim14,-12.945599999999999,0.01928253099322319
Clipped_bioclim14,-12.374400000000001,0.01928253099322319
Clipped_bioclim14,-11.8032,0.01928253099322319
Clipped_bioclim14,-11.232000000000001,0.01928253099322319
Clipped_bioclim14,-10.6608,0.01928253099322319
Clipped_bioclim14,-10.089599999999999,0.01928253099322319
Clipped_bioclim14,-9.5184,0.01928253099322319
Clipped_bioclim14,-8.9472,0.01928253099322319
Clipped_bioclim14,-8.376000000000001,0.01928253099322319
Clipped_bioclim14,-7.8048,0.01928253099322319
Clipped_bioclim14,-7.233599999999999,0.01928253099322319
Clipped_bioclim14,-6.6624,0.01928253099322319
Clipped_bioclim14,-6.091199999999999,0.01928253099322319
Clipped_bioclim14,-5.52,0.01928253099322319
Clipped_bioclim14,-4.9488,0.01928253099322319
Clipped_bioclim14,-4.377599999999999,0.01928253099322319
Clipped_bioclim14,-3.8063999999999982,0.01928253099322319
Clipped_bioclim14,-3.235199999999999,0.01928253099322319
Clipped_bioclim14,-2.6640000000000015,0.01928253099322319
Clipped_bioclim14,-2.0928000000000004,0.01928253099322319
Clipped_bioclim14,-1.5215999999999994,0.01928253099322319
Clipped_bioclim14,-0.9503999999999984,0.01928253099322319
Clipped_bioclim14,-0.3791999999999973,0.01928253099322319
Clipped_bioclim14,0.19200000000000017,0.01928253099322319
Clipped_bioclim14,0.7632000000000012,0.01928253099322319
Clipped_bioclim14,1.3344000000000023,0.01928253099322319
Clipped_bioclim14,1.9055999999999997,0.01928253099322319
Clipped_bioclim14,2.476800000000001,0.01928253099322319
Clipped_bioclim14,3.0479999999999983,0.01928253099322319
Clipped_bioclim14,3.6191999999999993,0.01928253099322319
Clipped_bioclim14,4.1904,0.02566884271800518
Clipped_bioclim14,4.761600000000001,0.06006552651524544
Clipped_bioclim14,5.332800000000002,0.13719071447849274
Clipped_bioclim14,5.9040000000000035,0.2963763177394867
Clipped_bioclim14,6.475200000000001,0.5671433210372925
Clipped_bioclim14,7.046400000000002,0.5460088849067688
Clipped_bioclim14,7.617600000000003,0.5052503943443298
Clipped_bioclim14,8.1888,0.44720181822776794
Clipped_bioclim14,8.760000000000002,0.39305147528648376
Clipped_bioclim14,9.331199999999999,0.3433428704738617
Clipped_bioclim14,9.9024,0.33549341559410095
Clipped_bioclim14,10.473600000000001,0.3440691828727722
Clipped_bioclim14,11.044800000000002,0.35280147194862366
Clipped_bioclim14,11.616000000000003,0.3616894781589508
Clipped_bioclim14,12.187200000000004,0.37073203921318054
Clipped_bioclim14,12.758399999999998,0.37992772459983826
Clipped_bioclim14,13.329600000000003,0.38927486538887024
Clipped_bioclim14,13.9008,0.39877137541770935
Clipped_bioclim14,14.471999999999998,0.40841495990753174
Clipped_bioclim14,15.043200000000002,0.4182029068470001
Clipped_bioclim14,15.6144,0.42813220620155334
Clipped_bioclim14,16.185600000000004,0.438199520111084
Clipped_bioclim14,16.756800000000002,0.4484010338783264
Clipped_bioclim14,17.328,0.45873260498046875
Clipped_bioclim14,17.899200000000004,0.4691897928714752
Clipped_bioclim14,18.4704,0.4797675609588623
Clipped_bioclim14,19.041600000000006,0.4904606342315674
Clipped_bioclim14,19.612800000000004,0.5012632608413696
Clipped_bioclim14,20.184,0.5121691226959229
Clipped_bioclim14,20.755200000000006,0.5231717228889465
Clipped_bioclim14,21.326400000000003,0.5342639684677124
Clipped_bioclim14,21.897600000000008,0.545438289642334
Clipped_bioclim14,22.468800000000005,0.5566868782043457
Clipped_bioclim14,23.040000000000003,0.5680012106895447
Clipped_bioclim14,23.6112,0.5793725848197937
Clipped_bioclim14,24.182399999999998,0.590791642665863
Clipped_bioclim14,24.753600000000002,0.6022487878799438
Clipped_bioclim14,25.3248,0.6137339472770691
Clipped_bioclim14,25.895999999999997,0.6163789629936218
Clipped_bioclim14,26.467200000000002,0.6151072382926941
Clipped_bioclim14,27.0384,0.6127901077270508
Clipped_bioclim14,27.609600000000004,0.6104101538658142
Clipped_bioclim14,28.1808,0.6080310344696045
Clipped_bioclim14,28.752000000000006,0.6056528687477112
Clipped_bioclim14,29.323200000000003,0.6032757759094238
Clipped_bioclim14,29.8944,0.600899875164032
Clipped_bioclim14,30.465600000000006,0.5985252261161804
Clipped_bioclim14,31.036800000000003,0.5961518883705139
Clipped_bioclim14,31.608000000000008,0.5937800407409668
Clipped_bioclim14,32.17920000000001,0.5914096832275391
Clipped_bioclim14,32.7504,0.5890409350395203
Clipped_bioclim14,33.321600000000004,0.5866739153862
Clipped_bioclim14,33.89280000000001,0.5843086242675781
Clipped_bioclim14,34.46400000000001,0.5819452404975891
Clipped_bioclim14,35.0352,0.5795838236808777
Clipped_bioclim14,35.60640000000001,0.5772244334220886
Clipped_bioclim14,36.1776,0.5748671889305115
Clipped_bioclim14,36.7488,0.572512149810791
Clipped_bioclim14,37.32000000000001,0.570159375667572
Clipped_bioclim14,37.8912,0.5678089261054993
Clipped_bioclim14,38.4624,0.5654610395431519
Clipped_bioclim14,39.03360000000001,0.565306544303894
Clipped_bioclim14,39.6048,0.565306544303894
Clipped_bioclim14,40.176,0.565306544303894
Clipped_bioclim14,40.74720000000001,0.565306544303894
Clipped_bioclim14,41.3184,0.565306544303894
Clipped_bioclim14,41.8896,0.565306544303894
Clipped_bioclim14,42.460800000000006,0.565306544303894
Clipped_bioclim14,43.03200000000001,0.565306544303894
Clipped_bioclim14,43.6032,0.565306544303894
Clipped_bioclim14,44.174400000000006,0.565306544303894
Clipped_bioclim14,44.74560000000001,0.565306544303894
Clipped_bioclim14,45.3168,0.565306544303894
Clipped_bioclim14,45.888000000000005,0.565306544303894
Clipped_bioclim14,46.45920000000001,0.565306544303894
Clipped_bioclim14,47.030400000000014,0.565306544303894
Clipped_bioclim14,47.601600000000005,0.565306544303894
Clipped_bioclim14,48.17280000000001,0.565306544303894
Clipped_bioclim14,48.744,0.565306544303894
Clipped_bioclim14,49.31520000000002,0.565306544303894
Clipped_bioclim14,49.88640000000001,0.565306544303894
Clipped_bioclim14,50.45760000000001,0.565306544303894
Clipped_bioclim14,51.028800000000004,0.565306544303894
Clipped_bioclim14,51.60000000000001,0.5656007528305054
Clipped_bioclim14,52.17120000000001,0.5672820210456848
Clipped_bioclim14,52.74240000000002,0.5704501271247864
Clipped_bioclim14,53.31360000000001,0.5756418704986572
Clipped_bioclim14,53.88480000000001,0.5808441638946533
Clipped_bioclim14,54.456,0.5860561728477478
Clipped_bioclim14,55.02720000000001,0.591277003288269
Clipped_bioclim14,55.59840000000001,0.5965057015419006
Clipped_bioclim14,56.1696,0.6017412543296814
Clipped_bioclim14,56.74080000000001,0.6069827675819397
Clipped_bioclim14,57.312,0.6122292280197144
Clipped_bioclim14,57.883200000000016,0.617479681968689
Clipped_bioclim14,58.45440000000001,0.6227329969406128
Clipped_bioclim14,59.02560000000001,0.6279882192611694
Clipped_bioclim14,59.5968,0.6332443356513977
Clipped_bioclim14,60.168000000000006,0.6385000944137573
Clipped_bioclim14,60.73920000000001,0.6437546610832214
Clipped_bioclim14,61.310400000000016,0.649006724357605
Clipped_bioclim14,61.881600000000006,0.6542553305625916
Clipped_bioclim14,62.45280000000001,0.6594992876052856
Clipped_bioclim14,63.024,0.6647374033927917
Clipped_bioclim14,63.59520000000002,0.6699686050415039
Clipped_bioclim14,64.16640000000001,0.6751916408538818
Clipped_bioclim14,64.73760000000001,0.6804054975509644
Clipped_bioclim14,65.3088,0.6856088042259216
Clipped_bioclim14,65.88000000000001,0.6908004283905029
Clipped_bioclim14,66.45120000000001,0.6959792971611023
Clipped_bioclim14,67.0224,0.7011439800262451
Clipped_bioclim14,67.59360000000001,0.7062932848930359
Clipped_bioclim14,68.1648,0.7114261984825134
Clipped_bioclim14,68.736,0.7165412306785583
Clipped_bioclim14,69.30720000000001,0.7216372489929199
Clipped_bioclim14,69.87840000000001,0.7267130613327026
Clipped_bioclim14,70.4496,0.7317673563957214
Clipped_bioclim14,71.02080000000001,0.7367988228797913
Clipped_bioclim14,71.592,0.7418063879013062
Clipped_bioclim14,72.16320000000002,0.7467885613441467
Clipped_bioclim14,72.73440000000001,0.751744270324707
Clipped_bioclim14,73.30560000000001,0.7566722631454468
Clipped_bioclim14,73.8768,0.7615711688995361
Clipped_bioclim14,74.44800000000002,0.7664397954940796
Clipped_bioclim14,75.01920000000001,0.7712769508361816
Clipped_bioclim14,75.59040000000002,0.776081383228302
Clipped_bioclim14,76.1616,0.7808518409729004
Clipped_bioclim14,76.73280000000001,0.7855871319770813
Clipped_bioclim14,77.30400000000002,0.7902860045433044
Clipped_bioclim14,77.87520000000002,0.7949473261833191
Clipped_bioclim14,78.44640000000001,0.7995699048042297
Clipped_bioclim14,79.0176,0.8041524887084961
Clipped_bioclim14,79.5888,0.8086940050125122
Clipped_bioclim14,80.16000000000001,0.8131933212280273
Clipped_bioclim14,80.73120000000002,0.817649245262146
Clipped_bioclim14,81.3024,0.8220607042312622
Clipped_bioclim14,81.87360000000001,0.82642662525177
Clipped_bioclim14,82.4448,0.8307459950447083
Clipped_bioclim14,83.01600000000002,0.8350176811218262
Clipped_bioclim14,83.58720000000001,0.8392406702041626
Clipped_bioclim14,84.15840000000001,0.8434140682220459
Clipped_bioclim14,84.7296,0.8475368022918701
Clipped_bioclim14,85.30080000000001,0.8516079187393188
Clipped_bioclim14,85.87200000000001,0.8556267023086548
Clipped_bioclim14,86.44320000000002,0.8595920205116272
Clipped_bioclim14,87.01440000000001,0.8635031580924988
Clipped_bioclim14,87.58560000000001,0.8673593401908875
Clipped_bioclim14,88.1568,0.8711596727371216
Clipped_bioclim14,88.72800000000002,0.8749035000801086
Clipped_bioclim14,89.29920000000001,0.8785900473594666
Clipped_bioclim14,89.87040000000002,0.8822186589241028
Clipped_bioclim14,90.44160000000001,0.8857887387275696
Clipped_bioclim14,91.01280000000001,0.8892996311187744
Clipped_bioclim14,91.58400000000002,0.8927507400512695
Clipped_bioclim14,92.15520000000001,0.8961416482925415
Clipped_bioclim14,92.72640000000001,0.8994718790054321
Clipped_bioclim14,93.2976,0.9027408957481384
Clipped_bioclim14,93.86880000000001,0.9059483408927917
Clipped_bioclim14,94.44000000000001,0.909093976020813
Clipped_bioclim14,95.01120000000002,0.912177324295044
Clipped_bioclim14,95.5824,0.9151982069015503
Clipped_bioclim14,96.15360000000001,0.9181565046310425
Clipped_bioclim14,96.7248,0.9210518598556519
Clipped_bioclim14,97.29600000000002,0.9238842725753784
Clipped_bioclim14,97.86720000000001,0.9266536831855774
Clipped_bioclim14,98.43840000000002,0.9293599724769592
Clipped_bioclim14,99.0096,0.9320032000541687
Clipped_bioclim14,99.58080000000001,0.9345834851264954
Clipped_bioclim14,100.15200000000002,0.9371008276939392
Clipped_bioclim14,100.72320000000002,0.9395554661750793
Clipped_bioclim14,101.29440000000001,0.9419475793838501
Clipped_bioclim14,101.86560000000001,0.9442773461341858
Clipped_bioclim14,102.4368,0.9465451836585999
Clipped_bioclim14,103.00800000000002,0.9487513899803162
Clipped_bioclim14,103.57920000000001,0.9508963227272034
Clipped_bioclim14,104.1504,0.9529803991317749
Clipped_bioclim14,104.72160000000001,0.9550041556358337
Clipped_bioclim14,105.2928,0.9569680094718933
Clipped_bioclim14,105.86400000000002,0.9588726162910461
Clipped_bioclim14,106.43520000000001,0.9607185125350952
Clipped_bioclim14,107.00640000000001,0.9625062942504883
Clipped_bioclim14,107.5776,0.9642367362976074
Clipped_bioclim14,108.14880000000002,0.9659104943275452
Clipped_bioclim14,108.72000000000001,0.9675283432006836
Clipped_bioclim14,109.29120000000002,0.96909099817276
Clipped_bioclim14,109.86240000000002,0.970599353313446
Clipped_bioclim14,110.4336,0.9720542430877686
Clipped_bioclim14,111.00480000000003,0.9734565019607544
Clipped_bioclim14,111.57600000000001,0.97480708360672
Clipped_bioclim14,112.14720000000001,0.9761069416999817
Clipped_bioclim14,112.71840000000002,0.9773569703102112
Clipped_bioclim14,113.28960000000002,0.9785581231117249
Clipped_bioclim14,113.86080000000003,0.9797115921974182
Clipped_bioclim14,114.432,0.9808182120323181
Clipped_bioclim14,115.0032,0.9818791151046753
Clipped_bioclim14,115.57440000000004,0.9828953742980957
Clipped_bioclim14,116.14560000000002,0.9838680028915405
Clipped_bioclim14,116.71680000000002,0.9847981333732605
Clipped_bioclim14,117.288,0.9856868982315063
Clipped_bioclim14,117.8592,0.986535370349884
Clipped_bioclim14,118.43040000000003,0.9873446822166443
Clipped_bioclim14,119.00160000000001,0.9881159663200378
Clipped_bioclim14,119.57280000000002,0.9888503551483154
Clipped_bioclim14,120.14399999999999,0.989548921585083
Clipped_bioclim14,120.71520000000002,0.9902128577232361
Clipped_bioclim14,121.28640000000003,0.9908432364463806
Clipped_bioclim14,121.8576,0.9914412498474121
Clipped_bioclim14,122.42880000000001,0.9920079708099365
Clipped_bioclim14,123.00000000000001,0.9925445318222046
Clipped_bioclim14,123.57120000000002,0.9930520057678223
Clipped_bioclim14,124.14240000000002,0.9935314655303955
Clipped_bioclim14,124.7136,0.9939841032028198
Clipped_bioclim14,125.28480000000003,0.9944108724594116
Clipped_bioclim14,125.85600000000001,0.9948128461837769
Clipped_bioclim14,126.42720000000001,0.9951910972595215
Clipped_bioclim14,126.99840000000002,0.9955466389656067
Clipped_bioclim14,127.56960000000002,0.9958804249763489
Clipped_bioclim14,128.1408,0.9961934685707092
Clipped_bioclim14,128.712,0.9964867234230042
Clipped_bioclim14,129.2832,0.9967610836029053
Clipped_bioclim14,129.8544,0.9970175623893738
Clipped_bioclim14,130.4256,0.9972569942474365
Clipped_bioclim14,130.9968,0.9974802136421204
Clipped_bioclim14,131.56799999999998,0.9976881146430969
Clipped_bioclim14,132.1392,0.9978814721107483
Clipped_bioclim14,132.71040000000002,0.9980611205101013
Clipped_bioclim14,133.2816,0.9982277750968933
Clipped_bioclim14,133.8528,0.9983822107315063
Clipped_bioclim14,134.42399999999998,0.998525083065033
Clipped_bioclim14,134.9952,0.9986571669578552
Clipped_bioclim14,135.56640000000002,0.9987790584564209
Clipped_bioclim14,136.1376,0.9988914132118225
Clipped_bioclim14,136.7088,0.9989948272705078
Clipped_bioclim14,137.28,0.9990898370742798
