Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Bioclim2 contribution,Clipped_bioclim12 contribution,Clipped_bioclim15 contribution,Clipped_bioclim18 contribution,Clipped_bioclim3 contribution,Clipped_bioclim4 contribution,Clipped_elev contribution,mean_temp_final3_ready contribution,Bioclim2 permutation importance,Clipped_bioclim12 permutation importance,Clipped_bioclim15 permutation importance,Clipped_bioclim18 permutation importance,Clipped_bioclim3 permutation importance,Clipped_bioclim4 permutation importance,Clipped_elev permutation importance,mean_temp_final3_ready permutation importance,Training gain without Bioclim2,Training gain without Clipped_bioclim12,Training gain without Clipped_bioclim15,Training gain without Clipped_bioclim18,Training gain without Clipped_bioclim3,Training gain without Clipped_bioclim4,Training gain without Clipped_elev,Training gain without mean_temp_final3_ready,Training gain with only Bioclim2,Training gain with only Clipped_bioclim12,Training gain with only Clipped_bioclim15,Training gain with only Clipped_bioclim18,Training gain with only Clipped_bioclim3,Training gain with only Clipped_bioclim4,Training gain with only Clipped_elev,Training gain with only mean_temp_final3_ready,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
religiosa,66,1.7030,2.0105,500,0.9302,10035,10.6156,1.8782,0.0430,0.2664,6.4967,0.5524,48.5851,31.5625,19.1136,0.4175,0.2091,1.0613,1.9264,0.1266,0.6658,76.4798,1.5079,1.6873,1.6981,1.6988,1.7030,1.7030,1.6785,1.4781,0.4023,0.2050,0.0087,0.0985,0.3407,0.3407,1.1016,1.3077,7.5144,0.1064,1.0000,0.0273,0.4061,0.0000,5.0000,0.1011,0.2878,0.0455,10.0000,0.1592,0.2226,0.0909,1.6303,0.0410,0.3724,0.0000,10.4465,0.1632,0.2179,0.0909,16.4627,0.2232,0.1666,0.1667,13.3005,0.1924,0.1913,0.1061,1.6303,0.0410,0.3724,0.0000,14.3439,0.2034,0.1828,0.1364
