Predictor variable,Categorical,Sample average
Bioclim2,false,7.949736124674479
Clipped_bioclim12,false,1150.94
Clipped_bioclim14,false,36.30166666666667
Clipped_bioclim15,false,53.050451078414916
Clipped_bioclim18,false,211.925
Clipped_bioclim3,false,150.62759320576987
Clipped_bioclim4,false,150.62759320576987
Clipped_elev,false,54.47833333333333
mean_temp_final3_ready,false,24.24873590151469
