Predictor variable,Categorical,Sample average
Bioclim2,false,7.9445833539962765
Clipped_bioclim12,false,1160.4783333333332
Clipped_bioclim14,false,36.781666666666666
Clipped_bioclim15,false,53.20650441805522
Clipped_bioclim18,false,214.55666666666667
Clipped_bioclim3,false,150.40210825602213
Clipped_bioclim4,false,150.40210825602213
Clipped_elev,false,54.76833333333333
mean_temp_final3_ready,false,24.24295813560486
