X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-155.9634821,19.59960233,train,2.1446802706267905E-4,12.193998175045518,0.10370098829945629
-155.928562,19.54247509,train,4.438696551908625E-6,0.3892409912590872,0.002263291693173075
-155.928648,19.54250268,train,4.438696551908625E-6,0.3892409912590872,0.002263291693173075
-155.9285289,19.54253039,train,4.438696551908625E-6,0.3892409912590872,0.002263291693173075
-155.9131064,19.49191103,train,4.379582762626891E-6,0.3834536478195989,0.002233183249434334
-155.8928056,19.4513611,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8928611,19.4511111,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8927778,19.4512778,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8927778,19.4511667,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8927778,19.4511111,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8927778,19.4510833,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.89275,19.4510833,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8927222,19.4510556,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8928056,19.4510556,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8923611,19.4513333,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8922778,19.4512222,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8920833,19.4508889,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8920278,19.4508889,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.8920278,19.4509167,train,2.8415618174733776E-4,14.499127495198781,0.13502568925969372
-155.9044167,19.425,train,2.455240545273493E-4,13.17206596427239,0.11779835013797402
-155.5902503,19.0597844,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.5902197,19.05982847,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.5901944,19.0599167,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.5897778,19.0596667,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.5898056,19.05975,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.5897778,19.05975,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.5898056,19.05975,train,1.0411776471249423E-4,7.68516472940232,0.051762068153726526
-155.0396111,19.6245278,train,6.198740557483401E-5,5.117717955009524,0.031147797975217717
-155.0390819,19.62491246,train,6.198740557483401E-5,5.117717955009524,0.031147797975217717
-155.3732222,20.0411389,train,1.3939288863340502E-6,0.09944155994819365,7.1131688349102E-4
-159.367397,21.9761102,train,9.008148399999328E-4,26.266954506243874,0.36861921242620665
-159.367076,21.976124,train,9.008148399999328E-4,26.266954506243874,0.36861921242620665
