Predictor variable,Categorical,Sample average
Bioclim2,false,7.985819447835286
Clipped_bioclim12,false,1166.245
Clipped_bioclim14,false,37.405
Clipped_bioclim15,false,52.87886753718058
Clipped_bioclim18,false,219.915
Clipped_bioclim3,false,150.78357931772868
Clipped_bioclim4,false,150.78357931772868
Clipped_elev,false,53.266666666666666
mean_temp_final3_ready,false,24.280166460673016
