Predictor variable,Categorical,Sample average
Bioclim2,false,7.953583352565765
Clipped_bioclim12,false,1144.7483333333332
Clipped_bioclim14,false,36.105
Clipped_bioclim15,false,53.101189632415775
Clipped_bioclim18,false,211.89166666666668
Clipped_bioclim3,false,150.64420728047688
Clipped_bioclim4,false,150.64420728047688
Clipped_elev,false,54.376666666666665
mean_temp_final3_ready,false,24.25869423230489
