Predictor variable,Categorical,Sample average
Bioclim2,false,7.964888897736867
Clipped_bioclim12,false,1160.4883333333332
Clipped_bioclim14,false,36.86
Clipped_bioclim15,false,52.970934289296466
Clipped_bioclim18,false,216.785
Clipped_bioclim3,false,150.56905475616455
Clipped_bioclim4,false,150.56905475616455
Clipped_elev,false,53.81
mean_temp_final3_ready,false,24.262221988042196
