latitude,longitude,name,dists,dists_m,trees_in_circle
21.96884489,-159.7113096,K21,0.0,0.0,28
21.9761102,-159.367397,K2,0.0,0.0,33
22.21180757,-159.3836592,K5,0.0,0.0,50
