X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-155.9634821,19.59960233,train,1.1869985745702255E-4,9.49002257940486,0.09608082627713865
-155.9701389,19.594,train,3.273422859168063E-4,18.97206053124272,0.24313707682371377
-155.928562,19.54247509,train,7.3448951931094684E-6,0.4890252110525847,0.00623111986051339
-155.928648,19.54250268,train,7.3448951931094684E-6,0.4890252110525847,0.00623111986051339
-155.9285289,19.54253039,train,7.3448951931094684E-6,0.4890252110525847,0.00623111986051339
-155.9131064,19.49191103,train,9.066615364953945E-6,0.6075462645987598,0.0076861330562996155
-155.8981389,19.4578056,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8980278,19.4579444,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8928056,19.4513611,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8928611,19.4511111,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8927778,19.4512778,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8927778,19.4512778,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8927778,19.4511667,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8927778,19.4510833,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.89275,19.4510833,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8927222,19.4510556,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.89275,19.4510278,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.89275,19.4510278,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8928056,19.4510556,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8923611,19.4513333,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8920833,19.4508889,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.8920278,19.4508889,train,1.0705786056465903E-4,8.60731116012128,0.087080726138969
-155.59025,19.0595556,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.5902477,19.05965086,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.5902503,19.0597844,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.5901944,19.0599167,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.5897778,19.0596667,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.5898056,19.05975,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.5897778,19.05975,train,3.5713130106004734E-5,2.7263740891318333,0.029935195827760275
-155.0396111,19.6245278,train,1.93063605443547E-5,1.432408359773318,0.016295761780828144
-159.367397,21.9761102,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367076,21.976124,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367045,21.976145,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367014,21.976256,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.366692,21.976339,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3670556,21.9761389,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3670278,21.97625,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367038,21.975189,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3669722,21.97625,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367118,21.975894,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3673611,21.9761667,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671944,21.9760278,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671111,21.9760833,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671667,21.9760278,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671667,21.9760833,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3673889,21.9761667,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3645278,21.9768056,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3682222,21.9751389,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671667,21.9758889,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3674167,21.9760833,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3675556,21.9764444,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3675833,21.9764167,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3670833,21.9765,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.365,21.9763611,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3672222,21.9760556,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.36725,21.9760833,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671667,21.9761389,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3671389,21.9761389,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3670833,21.97625,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3670278,21.9763056,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367,21.9763056,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3669444,21.97625,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3667778,21.9763056,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3666389,21.9762222,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3660278,21.9759722,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3664444,21.976,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3664722,21.9760556,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3665833,21.9754722,train,0.0010848592777872833,41.273231030009136,0.6027666038613281
-159.3671111,21.9758889,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3689167,21.9768056,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.367,21.9762222,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.3666667,21.9755556,train,7.259473954642887E-4,35.898695924785585,0.4608664459382532
-159.384475,22.20865,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3836592,22.21180757,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.38275,22.2100833,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.38275,22.2100556,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3828333,22.21,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3828056,22.21,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3827778,22.2100278,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3838333,22.2118611,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838889,22.2118333,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838889,22.2118056,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3835833,22.2122778,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3835,22.2113611,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3827222,22.2100833,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826944,22.2101111,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826944,22.2101389,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826944,22.2101667,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826667,22.2101944,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826667,22.2102222,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826667,22.21025,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3826389,22.2102778,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3836944,22.2119444,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3836944,22.2119167,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3836667,22.2119167,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3833611,22.2114444,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.38325,22.2114444,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3831389,22.2115278,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3827222,22.2115833,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3825,22.2115833,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3813889,22.2118056,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3836667,22.2110556,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3828889,22.2099444,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3835556,22.2118889,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838333,22.2118056,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838333,22.2117778,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838333,22.2117778,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838611,22.2118056,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3839167,22.2118333,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838611,22.2118056,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838611,22.2118056,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838333,22.2119722,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3838056,22.2119722,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3839444,22.2105833,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3836667,22.211,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3836389,22.2110833,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3833889,22.2114444,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3828889,22.2099167,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.3838889,22.2119722,train,6.671407659457573E-4,31.97203521796642,0.43319879609865075
-159.3828889,22.2116944,train,0.004586699652582042,83.64846515003399,0.9798257685801839
-159.7088056,21.9679722,train,2.2734014453187772E-6,0.15075144025394194,0.0019328278914927388
-159.593462,21.907638,train,7.2496328484631125E-6,0.4826745989440761,0.0061505520869867825
-159.593548,21.907615,train,7.2496328484631125E-6,0.4826745989440761,0.0061505520869867825
-159.7113611,21.9692222,train,2.2734014453187772E-6,0.15075144025394194,0.0019328278914927388
-159.7109444,21.9689722,train,2.2734014453187772E-6,0.15075144025394194,0.0019328278914927388
-159.7111704,21.96911447,train,2.2734014453187772E-6,0.15075144025394194,0.0019328278914927388
-159.7108611,21.9689444,train,2.2734014453187772E-6,0.15075144025394194,0.0019328278914927388
-157.8592222,21.3168611,train,0.0016101044566932334,45.30784810867171,0.7459496181425063
-157.8579722,21.317,train,0.002508715644524109,70.49816056103363,0.8817499789281995
-157.8555556,21.2980278,train,0.0021411167706658868,68.93566977777064,0.8383177034050008
-157.8441944,21.2946389,train,0.0023094755786412327,70.18412453234146,0.8598998610823679
-157.8582778,21.3018056,train,0.00540033976231128,86.61340225325448,0.9899055439731855
-157.8586944,21.3022222,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8585,21.3018056,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8585278,21.3018056,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8585556,21.3018611,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8585556,21.3018889,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586111,21.3019722,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586111,21.3019444,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8585833,21.3019444,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586667,21.3020556,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586944,21.3020556,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586667,21.3020278,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586667,21.3020278,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8587222,21.3020833,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586944,21.3020833,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586944,21.3020833,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586667,21.3020556,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586944,21.3020833,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586944,21.3020556,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8586667,21.3020556,train,0.005787222712181255,89.89231411743873,0.9927373610149575
-157.8560278,21.3003056,train,0.00540033976231128,86.61340225325448,0.9899055439731855
-157.8145278,21.3011667,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8148889,21.3009722,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8155,21.3010833,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8153611,21.3006667,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8153889,21.3008611,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8149167,21.3006944,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8148889,21.3006944,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8148889,21.3006667,train,0.001925589552826599,59.11363883014831,0.8057686209676437
-157.8149167,21.3006944,train,0.001925589552826599,59.11363883014831,0.8057686209676437
