Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
2.07617E-13,0.000000001,0,0.992362722,0,0
3.90495E-13,0.000000003,0,0.987529002,0,0
9.54981E-13,0.00000001,0.000000001,0.976991493,0,0
1.47769E-12,0.000000025,0.000000001,0.965197216,0,0
4.51911E-12,0.0000001,0.000000004,0.937645012,0,0
1.24004E-11,0.00000025,0.000000011,0.918890178,0,0
4.63077E-11,0.000001,0.000000041,0.891241299,0,0
1.0798E-10,0.000002509,0.000000096,0.871809745,0,0
3.53943E-10,0.000010018,0.000000313,0.837587007,0,0
8.10208E-10,0.000025054,0.000000718,0.811098221,0,0
1.6497E-9,0.000050107,0.000001461,0.790893271,0,0
3.18489E-9,0.000100281,0.000002821,0.77020495,0,0
6.64073E-9,0.000250148,0.000005881,0.739945862,0,0
1.21315E-8,0.000500483,0.000010744,0.71287703,0,0
2.21461E-8,0.001000118,0.000019614,0.683778036,0,0
4.70809E-8,0.00250326,0.000041697,0.640467904,0,0
8.61229E-8,0.005006624,0.000076274,0.602764888,0,0
1.65517E-7,0.010016172,0.000146583,0.563515081,0,0
3.90991E-7,0.025004346,0.000346229,0.507637278,0,0
7.85934E-7,0.050030684,0.000695836,0.464230472,0,0
1.63544E-6,0.100016376,0.001447409,0.422853828,0,0
3.34229E-6,0.200154278,0.002955793,0.38225058,0,0
4.80891E-6,0.300079199,0.004250049,0.35808198,0.015,0.006666667
6.21077E-6,0.400241288,0.00548559,0.340390565,0.015,0.006666667
7.77937E-6,0.500776181,0.006866277,0.326469451,0.021666667,0.013333333
8.98636E-6,0.600415395,0.007927359,0.314965197,0.028333333,0.02
1.05499E-5,0.700214503,0.009300249,0.305104408,0.028333333,0.02
1.11798E-5,0.750144508,0.009852756,0.300657386,0.03,0.02
1.18182E-5,0.800988355,0.010412477,0.296403712,0.03,0.02
1.2853E-5,0.900592857,0.01131897,0.288573086,0.033333333,0.02
1.40041E-5,1.000465253,0.012326425,0.28141918,0.033333333,0.02
1.52388E-5,1.101299553,0.013405844,0.274748647,0.033333333,0.02
1.66762E-5,1.200448694,0.014661052,0.268754834,0.033333333,0.02
1.7816E-5,1.300754303,0.015655257,0.263147718,0.035,0.02
1.89478E-5,1.404346104,0.01664152,0.257733952,0.041666667,0.026666667
2.01026E-5,1.502004544,0.017646729,0.252900232,0.041666667,0.026666667
2.28698E-5,1.752074752,0.020051302,0.241686002,0.043333333,0.033333333
2.60203E-5,2.000580356,0.022781875,0.231825213,0.043333333,0.033333333
2.95251E-5,2.251469737,0.025810548,0.223124517,0.043333333,0.033333333
3.28434E-5,2.502035108,0.028669405,0.215390565,0.045,0.033333333
3.63609E-5,2.75021036,0.031690746,0.208430008,0.045,0.033333333
3.88589E-5,3.002582405,0.033830646,0.201952823,0.048333333,0.033333333
4.1094E-5,3.250663189,0.035741337,0.19595901,0.048333333,0.033333333
4.3516E-5,3.500002416,0.037807536,0.19025522,0.06,0.046666667
4.68775E-5,3.750260535,0.040667908,0.184938128,0.06,0.046666667
4.9799E-5,4.002181874,0.043146987,0.17991106,0.06,0.046666667
5.29416E-5,4.253905556,0.045806542,0.175174014,0.06,0.046666667
5.58456E-5,4.504813226,0.048257482,0.170726991,0.06,0.046666667
5.8164E-5,4.755552736,0.050209751,0.166473318,0.066666667,0.046666667
6.14836E-5,5.00034248,0.052998134,0.162509667,0.066666667,0.046666667
6.4248E-5,5.251079436,0.055313843,0.158642691,0.068333333,0.046666667
6.67124E-5,5.500045999,0.057373514,0.154969064,0.068333333,0.046666667
7.00319E-5,5.7531788,0.060140759,0.151392111,0.068333333,0.046666667
7.3243E-5,6.004507885,0.062809881,0.148008507,0.068333333,0.046666667
7.61763E-5,6.251315978,0.065241533,0.144818252,0.068333333,0.046666667
7.94943E-5,6.507810463,0.06798444,0.141627997,0.068333333,0.046666667
8.26813E-5,6.842349556,0.070611459,0.137567672,0.068333333,0.046666667
8.47524E-5,7.001331597,0.072314664,0.135827533,0.091666667,0.08
8.83629E-5,7.253423409,0.075276429,0.133023975,0.091666667,0.08
9.11062E-5,7.505293516,0.077520465,0.130317092,0.091666667,0.08
9.56199E-5,7.757602322,0.081200844,0.127706883,0.091666667,0.08
9.80068E-5,8.009563737,0.083141082,0.125193349,0.091666667,0.08
1.00484E-4,8.257659256,0.085150335,0.122776489,0.093333333,0.08
1.03268E-4,8.502302622,0.087403086,0.120456303,0.093333333,0.08
1.06678E-4,8.75478339,0.090155443,0.118136118,0.093333333,0.08
1.10615E-4,9.005545996,0.09332247,0.115912606,0.093333333,0.08
1.13878E-4,9.252451079,0.09593893,0.11378577,0.093333333,0.08
1.17942E-4,9.507354051,0.099186807,0.111658933,0.093333333,0.08
1.22305E-4,9.759855402,0.102660984,0.10962877,0.093333333,0.08
1.25469E-4,10.007798681,0.105172597,0.107695282,0.093333333,0.08
