Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,Bioclim2 contribution,Clipped_bioclim14 contribution,Clipped_bioclim15 contribution,Clipped_bioclim18 contribution,Clipped_bioclim4 contribution,Clipped_bioclim5 contribution,Clipped_elev contribution,mean_temp_final3_ready contribution,Bioclim2 permutation importance,Clipped_bioclim14 permutation importance,Clipped_bioclim15 permutation importance,Clipped_bioclim18 permutation importance,Clipped_bioclim4 permutation importance,Clipped_bioclim5 permutation importance,Clipped_elev permutation importance,mean_temp_final3_ready permutation importance,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
religiosa,66,1.7107,2.0370,500,0.9320,10035,10.4291,0.7182,0.2458,0.5341,6.7564,0.6435,48.8790,31.7939,23.2410,1.2869,0.9371,1.0593,3.0707,2.2291,0.8370,67.3388,7.5036,0.1050,1.0000,0.0284,0.3982,0.0000,5.0000,0.0970,0.2806,0.0606,10.0000,0.1586,0.2138,0.1061,1.5572,0.0409,0.3694,0.0000,8.0422,0.1357,0.2360,0.0909,17.5917,0.2448,0.1515,0.1515,19.4449,0.2670,0.1400,0.1515,1.5572,0.0409,0.3694,0.0000,13.5688,0.1969,0.1808,0.1364
