Predictor variable,Categorical,Sample average
Bioclim2,false,7.972115461642925
Clipped_bioclim12,false,1288.1153846153845
Clipped_bioclim14,false,43.42307692307692
Clipped_bioclim15,false,46.88216007672823
Clipped_bioclim18,false,244.80769230769232
Clipped_bioclim3,false,144.4004679459792
Clipped_bioclim4,false,144.4004679459792
Clipped_elev,false,91.8076923076923
mean_temp_final3_ready,false,23.910576563615066
