Predictor variable,Categorical,Sample average
Bioclim2,false,7.841352273833077
Clipped_bioclim12,false,1304.7924528301887
Clipped_bioclim14,false,44.471698113207545
Clipped_bioclim15,false,46.95196849894973
Clipped_bioclim18,false,255.81132075471697
Clipped_bioclim3,false,145.26058499318248
Clipped_bioclim4,false,145.26058499318248
Clipped_elev,false,74.01886792452831
mean_temp_final3_ready,false,23.97893045533378
